client_id,genre,age,ville,canal_acquisition,segment_marketing,nb_achats,ca_total,panier_moyen,derniere_achat,recence_jours,frequence_mensuelle,churn
4419,F,45,Abidjan,Mobile Money,Régulier,31,869114.0,28035.935483870966,2024-11-23,38,0.8611111111111112,0
4420,F,23,Abidjan,Réseaux sociaux,Occasionnel,23,660853.0,28732.739130434784,2024-12-03,28,0.6388888888888888,0
4421,F,40,Bouaké,Boutique,Occasionnel,30,840928.0,28030.933333333334,2024-10-20,72,0.8333333333333334,0
4422,F,32,Abidjan,Site Web,VIP,27,772175.0,28599.074074074073,2024-12-18,13,0.75,0
4423,M,23,Man,Partenaire,Occasionnel,18,475258.0,26403.222222222223,2024-09-20,102,0.5,1
4424,F,38,Bouaké,Réseaux sociaux,Nouveau,25,533216.0,21328.64,2024-09-05,117,0.6944444444444444,1
4425,M,33,Abidjan,Site Web,Régulier,41,1036637.0,25283.829268292684,2024-11-07,54,1.1388888888888888,1
4426,F,27,Abengourou,Mobile Money,Occasionnel,20,504335.0,25216.75,2024-09-10,112,0.5555555555555556,1
4427,F,34,Divo,Mobile Money,Nouveau,33,985061.0,29850.333333333332,2024-12-12,19,0.9166666666666666,0
4428,F,32,Daloa,Boutique,Régulier,5,68366.0,13673.2,2024-11-09,52,0.1388888888888889,1
4429,F,32,Daloa,Mobile Money,VIP,25,751008.0,30040.32,2024-09-07,115,0.6944444444444444,1
4430,F,29,Gagnoa,Site Web,Nouveau,1,21086.0,21086.0,2022-03-16,1021,0.027777777777777776,1
4431,F,19,Bouaké,Site Web,Occasionnel,4,242785.0,60696.25,2024-02-25,310,0.1111111111111111,1
4432,M,34,Korhogo,Boutique,Occasionnel,3,218511.0,72837.0,2023-10-04,454,0.08333333333333333,1
4433,M,25,Abidjan,Mobile Money,Régulier,2,31637.0,15818.5,2024-01-27,339,0.05555555555555555,1
4434,F,22,Bouaké,Réseaux sociaux,Occasionnel,23,697660.0,30333.043478260868,2024-09-11,111,0.6388888888888888,1
4435,M,31,Abidjan,Boutique,Occasionnel,21,536374.0,25541.619047619046,2024-12-10,21,0.5833333333333334,0
4436,M,42,Abidjan,Boutique,Régulier,23,1612873.0,70124.91304347826,2024-12-18,13,0.6388888888888888,0
4437,M,36,Abidjan,Boutique,VIP,24,846309.0,35262.875,2024-12-28,3,0.6666666666666666,0
4438,F,28,Abidjan,Mobile Money,Nouveau,37,1161833.0,31400.891891891893,2024-12-12,19,1.0277777777777777,0
4439,F,27,Abidjan,Site Web,Occasionnel,4,208707.0,52176.75,2023-09-11,477,0.1111111111111111,1
4440,F,40,Abidjan,Mobile Money,Régulier,40,1422440.0,35561.0,2024-12-07,24,1.1111111111111112,0
4441,F,18,Abidjan,Boutique,Nouveau,25,782716.0,31308.64,2024-12-12,19,0.6944444444444444,0
4442,F,42,San-Pédro,Mobile Money,Régulier,2,19435.0,9717.5,2024-08-22,131,0.05555555555555555,1
4443,M,18,Bouaké,Mobile Money,Occasionnel,28,838324.0,29940.14285714286,2024-12-22,9,0.7777777777777778,0
4444,M,18,Yamoussoukro,Mobile Money,Nouveau,21,777907.0,37043.19047619047,2024-12-01,30,0.5833333333333334,0
4445,F,28,Abidjan,Mobile Money,Nouveau,23,727620.0,31635.652173913044,2024-11-20,41,0.6388888888888888,0
4446,F,57,San-Pédro,Réseaux sociaux,Nouveau,39,1027629.0,26349.46153846154,2024-11-26,35,1.0833333333333333,0
4447,F,52,Abidjan,Réseaux sociaux,Régulier,41,1161423.0,28327.39024390244,2024-12-17,14,1.1388888888888888,0
4448,F,41,Abidjan,Mobile Money,Régulier,35,652115.0,18631.85714285714,2024-08-26,127,0.9722222222222222,1
4449,M,37,Abidjan,Mobile Money,Régulier,23,506317.0,22013.782608695652,2024-12-21,10,0.6388888888888888,0
4450,F,18,Man,Site Web,Régulier,26,794409.0,30554.19230769231,2024-11-28,33,0.7222222222222222,0
4451,M,35,Abengourou,Mobile Money,Occasionnel,31,1279411.0,41271.32258064516,2024-10-26,66,0.8611111111111112,0
4452,M,27,Daloa,Boutique,Fidèle,26,770233.0,29624.346153846152,2024-06-14,200,0.7222222222222222,1
4453,M,25,Yamoussoukro,Mobile Money,Fidèle,31,824948.0,26611.225806451614,2024-11-13,48,0.8611111111111112,0
4454,M,35,Abidjan,Boutique,Nouveau,41,1209995.0,29512.073170731706,2024-11-02,59,1.1388888888888888,0
4455,M,28,Yamoussoukro,Partenaire,Régulier,2,161278.0,80639.0,2023-09-27,461,0.05555555555555555,1
4456,F,43,Abidjan,Mobile Money,Régulier,30,986508.0,32883.6,2024-10-23,69,0.8333333333333334,0
4457,F,18,Abidjan,Partenaire,Occasionnel,28,1020072.0,36431.142857142855,2024-08-23,130,0.7777777777777778,1
4458,M,34,Abengourou,Réseaux sociaux,Nouveau,25,898162.0,35926.48,2024-12-27,4,0.6944444444444444,0
4459,F,24,Gagnoa,Partenaire,Nouveau,38,945297.0,24876.236842105263,2024-10-30,62,1.0555555555555556,0
4460,M,29,Abidjan,Site Web,VIP,2,56687.0,28343.5,2024-04-21,254,0.05555555555555555,1
4461,F,37,Abidjan,Réseaux sociaux,Régulier,3,100882.0,33627.333333333336,2024-08-23,130,0.08333333333333333,1
4462,F,21,Abidjan,Boutique,Régulier,25,583556.0,23342.24,2024-12-07,24,0.6944444444444444,1
4463,F,35,Abidjan,Réseaux sociaux,Fidèle,37,700576.0,18934.486486486487,2024-12-16,15,1.0277777777777777,0
4464,M,31,Abidjan,Mobile Money,Nouveau,35,1095964.0,31313.257142857143,2024-12-25,6,0.9722222222222222,0
4465,F,26,Bouaké,Site Web,VIP,16,361021.0,22563.8125,2024-12-25,6,0.4444444444444444,0
4466,F,28,Abidjan,Site Web,Occasionnel,34,1007822.0,29641.823529411766,2024-11-29,32,0.9444444444444444,0
4467,F,32,Abidjan,Mobile Money,Régulier,28,675427.0,24122.39285714286,2024-12-25,6,0.7777777777777778,0
4468,M,25,Abidjan,Mobile Money,Nouveau,2,64368.0,32184.0,2024-04-04,271,0.05555555555555555,1
4469,M,34,Daloa,Mobile Money,Nouveau,21,566426.0,26972.666666666668,2024-12-02,29,0.5833333333333334,0
4470,F,30,Abidjan,Boutique,Occasionnel,3,31230.0,10410.0,2023-06-13,567,0.08333333333333333,1
4471,M,27,Abidjan,Mobile Money,Nouveau,28,850768.0,30384.571428571428,2024-11-06,55,0.7777777777777778,0
4472,F,51,Yamoussoukro,Mobile Money,Nouveau,3,139223.0,46407.666666666664,2023-02-05,695,0.08333333333333333,1
4474,F,29,Abidjan,Boutique,Régulier,31,898472.0,28982.967741935485,2024-11-24,37,0.8611111111111112,0
4475,F,35,Daloa,Mobile Money,Fidèle,23,688057.0,29915.521739130436,2024-12-16,15,0.6388888888888888,1
4476,M,22,Abidjan,Mobile Money,Nouveau,25,644503.0,25780.12,2024-12-03,28,0.6944444444444444,0
4477,M,29,Bouaké,Mobile Money,Nouveau,31,858229.0,27684.8064516129,2024-10-03,89,0.8611111111111112,0
4478,F,30,Abidjan,Boutique,Occasionnel,31,898136.0,28972.129032258064,2024-12-28,3,0.8611111111111112,0
4479,M,20,Man,Mobile Money,Régulier,1,21380.0,21380.0,2022-12-10,752,0.027777777777777776,1
4480,M,38,Abengourou,Partenaire,Régulier,43,1069271.0,24866.767441860466,2024-12-25,6,1.1944444444444444,0
4481,F,28,Daloa,Mobile Money,VIP,3,137435.0,45811.666666666664,2024-06-17,197,0.08333333333333333,1
4482,M,30,Man,Mobile Money,Nouveau,29,1230448.0,42429.24137931035,2024-11-10,51,0.8055555555555556,0
4483,M,27,Abidjan,Boutique,Occasionnel,29,683838.0,23580.620689655174,2024-09-26,96,0.8055555555555556,1
4484,F,66,Yamoussoukro,Réseaux sociaux,Fidèle,22,1013234.0,46056.09090909091,2024-11-28,33,0.6111111111111112,0
4485,M,26,Abidjan,Boutique,Régulier,42,1106275.0,26339.880952380954,2024-12-11,20,1.1666666666666667,0
4486,F,18,Abidjan,Mobile Money,Occasionnel,34,1435908.0,42232.58823529412,2024-12-12,19,0.9444444444444444,0
4487,M,18,Abidjan,Boutique,Fidèle,29,1201915.0,41445.34482758621,2024-09-12,110,0.8055555555555556,1
4488,F,42,Daloa,Boutique,Nouveau,27,803582.0,29762.296296296296,2024-12-05,26,0.75,0
4489,F,48,Yamoussoukro,Boutique,Nouveau,30,1093664.0,36455.46666666667,2024-09-22,100,0.8333333333333334,1
4490,M,26,Korhogo,Partenaire,Nouveau,37,708043.0,19136.297297297297,2024-12-05,26,1.0277777777777777,0
4491,M,48,Bouaké,Partenaire,Fidèle,27,881932.0,32664.14814814815,2024-12-24,7,0.75,0
4492,M,42,Man,Boutique,Fidèle,31,630563.0,20340.74193548387,2024-12-02,29,0.8611111111111112,0
4493,M,31,Korhogo,Mobile Money,Nouveau,24,820161.0,34173.375,2024-11-27,34,0.6666666666666666,0
4494,F,31,San-Pédro,Boutique,Occasionnel,39,1160962.0,29768.25641025641,2024-12-29,2,1.0833333333333333,0
4495,F,35,Abidjan,Partenaire,Occasionnel,31,996622.0,32149.09677419355,2024-11-18,43,0.8611111111111112,0
4496,F,43,Abidjan,Partenaire,Nouveau,23,665560.0,28937.391304347828,2024-11-26,35,0.6388888888888888,0
4497,F,38,Daloa,Mobile Money,Fidèle,37,1008178.0,27248.054054054053,2024-10-01,91,1.0277777777777777,1
4498,F,26,Gagnoa,Mobile Money,Occasionnel,25,1023499.0,40939.96,2024-12-29,2,0.6944444444444444,0
4499,M,32,Abidjan,Mobile Money,Fidèle,43,1036274.0,24099.39534883721,2024-11-22,39,1.1944444444444444,0
4500,M,55,Abidjan,Réseaux sociaux,Régulier,2,32612.0,16306.0,2024-12-17,14,0.05555555555555555,0
4501,F,36,Abidjan,Boutique,Nouveau,29,896251.0,30905.206896551725,2024-10-29,63,0.8055555555555556,0
4502,F,43,Abidjan,Mobile Money,Régulier,31,1080471.0,34853.903225806454,2024-11-22,39,0.8611111111111112,0
4503,M,39,San-Pédro,Mobile Money,Régulier,31,982093.0,31680.41935483871,2024-12-19,12,0.8611111111111112,0
4504,F,37,Abidjan,Mobile Money,Nouveau,2,31141.0,15570.5,2023-01-06,725,0.05555555555555555,1
4505,F,35,Abidjan,Réseaux sociaux,Nouveau,28,783173.0,27970.464285714286,2024-12-16,15,0.7777777777777778,0
4506,F,43,Yamoussoukro,Boutique,Fidèle,5,108327.0,21665.4,2024-06-04,210,0.1388888888888889,1
4507,F,41,Abidjan,Mobile Money,Régulier,4,89749.0,22437.25,2024-10-21,71,0.1111111111111111,0
4508,F,36,Abidjan,Site Web,Régulier,35,1181363.0,33753.22857142857,2024-12-30,1,0.9722222222222222,0
4509,M,26,Bouaké,Site Web,Nouveau,21,444557.0,21169.380952380954,2024-10-10,82,0.5833333333333334,0
4510,F,38,Abidjan,Site Web,Régulier,37,1396861.0,37753.0,2024-12-26,5,1.0277777777777777,0
4511,M,33,Abengourou,Réseaux sociaux,Régulier,5,108709.0,21741.8,2024-12-18,13,0.1388888888888889,0
4512,F,30,Daloa,Mobile Money,Nouveau,1,38705.0,38705.0,2022-06-20,925,0.027777777777777776,1
4513,M,63,Abengourou,Mobile Money,Nouveau,1,57883.0,57883.0,2023-08-05,514,0.027777777777777776,1
4514,F,18,Abidjan,Mobile Money,Occasionnel,5,87171.0,17434.2,2024-11-30,31,0.1388888888888889,0
4515,F,44,Daloa,Site Web,Régulier,25,670670.0,26826.8,2024-11-20,41,0.6944444444444444,1
4516,F,24,Bouaké,Partenaire,Nouveau,32,811277.0,25352.40625,2024-11-29,32,0.8888888888888888,0
4517,F,35,Yamoussoukro,Mobile Money,Fidèle,36,1119721.0,31103.36111111111,2024-11-06,55,1.0,0
4518,F,62,Abidjan,Site Web,Nouveau,29,1740082.0,60002.8275862069,2024-12-17,14,0.8055555555555556,0
4519,M,23,Abidjan,Site Web,Fidèle,24,855754.0,35656.416666666664,2024-11-30,31,0.6666666666666666,1
4520,F,26,Abidjan,Partenaire,Nouveau,35,993380.0,28382.285714285714,2024-11-29,32,0.9722222222222222,0
4521,F,33,San-Pédro,Boutique,Régulier,27,946368.0,35050.666666666664,2024-12-29,2,0.75,0
4522,F,24,San-Pédro,Mobile Money,Occasionnel,27,493155.0,18265.0,2024-12-25,6,0.75,0
4523,M,43,Abidjan,Site Web,Régulier,34,895185.0,26328.970588235294,2024-10-26,66,0.9444444444444444,0
4524,M,28,Bouaké,Réseaux sociaux,VIP,29,829689.0,28609.96551724138,2024-11-21,40,0.8055555555555556,0
4525,M,41,Daloa,Site Web,Nouveau,33,1030697.0,31233.242424242424,2024-11-14,47,0.9166666666666666,0
4526,M,19,Bouaké,Réseaux sociaux,Nouveau,27,1069295.0,39603.51851851852,2024-12-22,9,0.75,0
4527,M,18,Abidjan,Boutique,Nouveau,30,864409.0,28813.633333333335,2024-11-10,51,0.8333333333333334,0
4528,M,31,Korhogo,Site Web,Occasionnel,27,1008850.0,37364.81481481482,2024-12-22,9,0.75,0
4529,F,18,Bouaké,Mobile Money,Régulier,25,660143.0,26405.72,2024-12-02,29,0.6944444444444444,0
4530,M,50,Yamoussoukro,Boutique,Nouveau,32,1037988.0,32437.125,2024-12-25,6,0.8888888888888888,0
4531,M,18,Yamoussoukro,Mobile Money,Régulier,25,613873.0,24554.92,2024-12-13,18,0.6944444444444444,0
4532,F,22,Yamoussoukro,Mobile Money,Occasionnel,32,1461418.0,45669.3125,2024-12-13,18,0.8888888888888888,0
4533,M,38,Abidjan,Mobile Money,Fidèle,22,743017.0,33773.5,2024-12-28,3,0.6111111111111112,0
4534,F,27,Man,Site Web,Occasionnel,32,880661.0,27520.65625,2024-12-22,9,0.8888888888888888,0
4535,F,18,Abidjan,Réseaux sociaux,VIP,2,110104.0,55052.0,2024-12-17,14,0.05555555555555555,0
4536,F,56,San-Pédro,Mobile Money,Occasionnel,36,1298374.0,36065.944444444445,2024-12-19,12,1.0,0
4537,M,22,Korhogo,Boutique,VIP,24,890030.0,37084.583333333336,2024-11-15,46,0.6666666666666666,0
4539,F,31,Bouaké,Boutique,Nouveau,29,835440.0,28808.275862068964,2024-11-21,40,0.8055555555555556,0
4540,F,41,Abidjan,Mobile Money,Régulier,37,661080.0,17867.027027027027,2024-12-03,28,1.0277777777777777,0
4541,F,39,Abidjan,Boutique,Occasionnel,33,854702.0,25900.060606060608,2024-11-26,35,0.9166666666666666,0
4542,F,24,Bouaké,Réseaux sociaux,Nouveau,31,819346.0,26430.516129032258,2024-10-19,73,0.8611111111111112,0
4543,M,30,Abidjan,Boutique,Occasionnel,27,1262941.0,46775.59259259259,2024-12-20,11,0.75,0
4544,F,31,Abidjan,Site Web,Fidèle,25,831685.0,33267.4,2024-12-12,19,0.6944444444444444,0
4545,F,42,Abengourou,Site Web,Régulier,28,1031865.0,36852.32142857143,2024-12-07,24,0.7777777777777778,0
4546,F,21,Abidjan,Mobile Money,Nouveau,25,847168.0,33886.72,2024-09-06,116,0.6944444444444444,1
4548,F,25,Abidjan,Mobile Money,Occasionnel,27,825804.0,30585.333333333332,2024-12-18,13,0.75,0
4550,F,21,Abidjan,Réseaux sociaux,Nouveau,44,960158.0,21821.772727272728,2024-12-17,14,1.2222222222222223,0
4551,F,19,Daloa,Boutique,Nouveau,29,685734.0,23646.0,2024-09-22,100,0.8055555555555556,1
4552,M,24,Abidjan,Boutique,Régulier,30,1239112.0,41303.73333333333,2024-12-07,24,0.8333333333333334,0
4553,F,23,Abidjan,Mobile Money,Nouveau,22,479569.0,21798.590909090908,2024-11-05,56,0.6111111111111112,0
4554,M,29,Abidjan,Mobile Money,Nouveau,28,949149.0,33898.17857142857,2024-12-19,12,0.7777777777777778,0
4555,F,23,Abidjan,Partenaire,Occasionnel,26,699869.0,26918.03846153846,2024-12-29,2,0.7222222222222222,0
4556,M,41,San-Pédro,Mobile Money,Fidèle,40,1331112.0,33277.8,2024-12-25,6,1.1111111111111112,0
4557,M,25,Abidjan,Site Web,Régulier,24,842766.0,35115.25,2024-11-10,51,0.6666666666666666,0
4558,M,24,Abidjan,Mobile Money,Occasionnel,37,1210565.0,32717.972972972973,2024-11-17,44,1.0277777777777777,0
4559,F,29,Abidjan,Mobile Money,Régulier,25,567365.0,22694.6,2024-12-20,11,0.6944444444444444,0
4560,M,44,Abidjan,Mobile Money,Nouveau,30,686255.0,22875.166666666668,2024-11-06,55,0.8333333333333334,0
4561,M,36,Abidjan,Réseaux sociaux,Fidèle,25,925318.0,37012.72,2024-12-13,18,0.6944444444444444,0
4562,F,32,Abidjan,Mobile Money,Nouveau,40,1076578.0,26914.45,2024-12-29,2,1.1111111111111112,0
4563,F,18,Divo,Site Web,Nouveau,28,724857.0,25887.75,2024-10-21,71,0.7777777777777778,0
4564,M,21,Abidjan,Mobile Money,Occasionnel,32,1014600.0,31706.25,2024-12-30,1,0.8888888888888888,0
4565,F,19,Bouaké,Site Web,Nouveau,3,73401.0,24467.0,2023-10-05,453,0.08333333333333333,1
4566,M,48,Yamoussoukro,Boutique,Nouveau,35,1217125.0,34775.0,2024-12-26,5,0.9722222222222222,0
4567,M,39,Abidjan,Site Web,Régulier,31,1255064.0,40485.93548387097,2024-11-21,40,0.8611111111111112,0
4568,F,24,Bouaké,Mobile Money,Occasionnel,3,83938.0,27979.333333333332,2023-10-09,449,0.08333333333333333,1
4569,M,27,Korhogo,Mobile Money,Nouveau,31,733074.0,23647.548387096773,2024-12-07,24,0.8611111111111112,0
4570,M,24,Daloa,Réseaux sociaux,Régulier,34,812705.0,23903.08823529412,2024-12-07,24,0.9444444444444444,0
4571,F,24,Man,Boutique,Régulier,40,939235.0,23480.875,2024-12-21,10,1.1111111111111112,0
4572,M,39,Yamoussoukro,Mobile Money,Fidèle,25,1420404.0,56816.16,2024-12-20,11,0.6944444444444444,0
4573,F,30,Abidjan,Boutique,Nouveau,34,900025.0,26471.323529411766,2024-12-23,8,0.9444444444444444,0
4574,F,56,Man,Mobile Money,Fidèle,3,235213.0,78404.33333333333,2023-09-20,468,0.08333333333333333,1
4575,M,47,Abidjan,Boutique,Régulier,34,1215713.0,35756.26470588235,2024-12-30,1,0.9444444444444444,1
4576,F,48,Bouaké,Boutique,Occasionnel,24,567567.0,23648.625,2024-10-27,65,0.6666666666666666,0
4577,M,41,Daloa,Mobile Money,Nouveau,29,828590.0,28572.068965517243,2024-11-22,39,0.8055555555555556,0
4578,F,29,Korhogo,Boutique,Occasionnel,26,1011726.0,38912.53846153846,2024-12-21,10,0.7222222222222222,0
4579,F,40,Man,Site Web,Nouveau,3,36336.0,12112.0,2024-03-08,298,0.08333333333333333,1
4580,F,30,Abidjan,Partenaire,Régulier,3,222132.0,74044.0,2024-10-12,80,0.08333333333333333,0
4581,M,51,Yamoussoukro,Site Web,Régulier,6,132464.0,22077.333333333332,2024-09-18,104,0.16666666666666666,1
4582,M,38,Abidjan,Boutique,Nouveau,32,977851.0,30557.84375,2024-12-21,10,0.8888888888888888,0
4583,M,36,Daloa,Site Web,Nouveau,3,102019.0,34006.333333333336,2024-05-06,239,0.08333333333333333,1
4584,M,35,Yamoussoukro,Mobile Money,Fidèle,31,1093264.0,35266.58064516129,2024-11-28,33,0.8611111111111112,0
4585,M,53,Abidjan,Site Web,Occasionnel,22,1136353.0,51652.40909090909,2024-11-05,56,0.6111111111111112,0
4586,M,18,San-Pédro,Mobile Money,Occasionnel,30,831084.0,27702.8,2024-12-25,6,0.8333333333333334,0
4587,F,54,Abidjan,Mobile Money,VIP,24,524701.0,21862.541666666668,2024-12-26,5,0.6666666666666666,0
4588,M,31,Abidjan,Site Web,Nouveau,32,1095785.0,34243.28125,2024-12-19,12,0.8888888888888888,0
4589,M,18,Gagnoa,Mobile Money,Régulier,34,1194232.0,35124.470588235294,2024-12-25,6,0.9444444444444444,0
4590,M,25,Yamoussoukro,Site Web,Régulier,4,71401.0,17850.25,2024-07-09,175,0.1111111111111111,1
4591,F,18,Bouaké,Site Web,Nouveau,28,1188783.0,42456.53571428572,2024-11-23,38,0.7777777777777778,0
4592,F,41,Abidjan,Mobile Money,Nouveau,29,934756.0,32232.96551724138,2024-12-13,18,0.8055555555555556,0
4593,M,22,Abidjan,Boutique,Fidèle,34,1099470.0,32337.352941176472,2024-12-26,5,0.9444444444444444,0
4594,F,35,Abidjan,Site Web,Nouveau,40,1536116.0,38402.9,2024-11-11,50,1.1111111111111112,0
4595,F,46,Abidjan,Site Web,Nouveau,25,592638.0,23705.52,2024-12-21,10,0.6944444444444444,0
4596,M,26,Abidjan,Réseaux sociaux,Occasionnel,38,1095790.0,28836.57894736842,2024-12-06,25,1.0555555555555556,0
4597,F,31,Abidjan,Mobile Money,Régulier,29,833034.0,28725.310344827587,2024-11-21,40,0.8055555555555556,0
4598,F,19,Yamoussoukro,Réseaux sociaux,Occasionnel,35,1091335.0,31181.0,2024-12-03,28,0.9722222222222222,0
4599,F,29,Abidjan,Boutique,Nouveau,3,81785.0,27261.666666666668,2023-09-03,485,0.08333333333333333,1
4600,F,62,Bouaké,Mobile Money,Occasionnel,4,82303.0,20575.75,2024-01-28,338,0.1111111111111111,1
4601,M,42,Man,Site Web,Occasionnel,32,1167729.0,36491.53125,2024-12-28,3,0.8888888888888888,0
4602,M,31,Abidjan,Mobile Money,Régulier,28,1014247.0,36223.107142857145,2024-09-25,97,0.7777777777777778,1
4603,M,27,Yamoussoukro,Mobile Money,Fidèle,35,843458.0,24098.8,2024-12-06,25,0.9722222222222222,0
4604,M,33,Abidjan,Mobile Money,Nouveau,27,711579.0,26354.777777777777,2024-12-24,7,0.75,0
4605,M,35,Abidjan,Réseaux sociaux,Régulier,20,546523.0,27326.15,2024-11-11,50,0.5555555555555556,0
4606,F,29,Daloa,Réseaux sociaux,Régulier,32,1117219.0,34913.09375,2024-10-29,63,0.8888888888888888,0
4607,M,39,Abidjan,Partenaire,Régulier,35,636685.0,18191.0,2024-12-09,22,0.9722222222222222,0
4608,F,23,Abidjan,Mobile Money,Occasionnel,28,661494.0,23624.785714285714,2024-12-08,23,0.7777777777777778,0
4609,F,23,Korhogo,Boutique,Nouveau,4,256697.0,64174.25,2024-11-24,37,0.1111111111111111,1
4610,M,38,Abidjan,Réseaux sociaux,Régulier,31,952673.0,30731.387096774193,2024-12-18,13,0.8611111111111112,0
4611,M,21,Yamoussoukro,Mobile Money,Régulier,35,1211432.0,34612.34285714286,2024-12-07,24,0.9722222222222222,0
4612,F,42,Bouaké,Boutique,Régulier,3,134306.0,44768.666666666664,2022-07-13,902,0.08333333333333333,1
4613,M,33,Abidjan,Mobile Money,Nouveau,30,698918.0,23297.266666666666,2024-11-15,46,0.8333333333333334,0
4614,F,18,Daloa,Boutique,Nouveau,37,1296619.0,35043.75675675676,2024-10-28,64,1.0277777777777777,0
4615,F,35,Abidjan,Site Web,Nouveau,24,743481.0,30978.375,2024-12-04,27,0.6666666666666666,0
4616,F,18,Abidjan,Mobile Money,Nouveau,26,556729.0,21412.653846153848,2024-12-15,16,0.7222222222222222,0
4617,F,41,Divo,Mobile Money,Nouveau,29,625216.0,21559.172413793105,2024-12-26,5,0.8055555555555556,0
4618,M,31,Abidjan,Site Web,Nouveau,23,1067109.0,46396.04347826087,2024-12-14,17,0.6388888888888888,0
4619,F,54,Daloa,Site Web,Nouveau,21,789796.0,37609.333333333336,2024-12-05,26,0.5833333333333334,0
4620,F,45,Abidjan,Mobile Money,Nouveau,31,1348909.0,43513.1935483871,2024-11-02,59,0.8611111111111112,0
4621,F,22,Abidjan,Mobile Money,VIP,23,453891.0,19734.391304347828,2024-12-06,25,0.6388888888888888,0
4622,M,18,Daloa,Partenaire,Occasionnel,29,1139044.0,39277.379310344826,2024-11-19,42,0.8055555555555556,1
4623,M,25,Yamoussoukro,Site Web,Nouveau,23,816599.0,35504.30434782609,2024-11-22,39,0.6388888888888888,0
4624,M,20,Abidjan,Boutique,Régulier,45,1515731.0,33682.91111111111,2024-12-23,8,1.25,0
4625,F,54,Daloa,Site Web,Occasionnel,38,1370224.0,36058.52631578947,2024-12-08,23,1.0555555555555556,0
4626,M,33,Abidjan,Partenaire,Nouveau,1,9045.0,9045.0,2024-02-15,320,0.027777777777777776,1
4627,M,44,Abidjan,Mobile Money,Occasionnel,35,1074590.0,30702.571428571428,2024-11-29,32,0.9722222222222222,0
4628,F,30,Daloa,Mobile Money,Nouveau,28,830010.0,29643.214285714286,2024-12-13,18,0.7777777777777778,0
4629,F,32,Bouaké,Boutique,Occasionnel,27,755260.0,27972.59259259259,2024-11-24,37,0.75,0
4630,F,33,Abidjan,Réseaux sociaux,Nouveau,25,565966.0,22638.64,2024-12-23,8,0.6944444444444444,1
4631,F,46,Daloa,Mobile Money,Occasionnel,20,633727.0,31686.35,2024-12-06,25,0.5555555555555556,0
4632,F,37,Abidjan,Mobile Money,Nouveau,22,737267.0,33512.13636363636,2024-10-01,91,0.6111111111111112,1
4633,F,22,Man,Mobile Money,Nouveau,36,1325691.0,36824.75,2024-12-19,12,1.0,0
4634,F,51,San-Pédro,Site Web,Régulier,4,84170.0,21042.5,2023-08-26,493,0.1111111111111111,1
4635,M,30,Abidjan,Site Web,Nouveau,27,828859.0,30698.48148148148,2024-11-24,37,0.75,0
4636,F,28,Abidjan,Boutique,Occasionnel,26,871545.0,33520.96153846154,2024-12-29,2,0.7222222222222222,0
4637,F,18,Divo,Mobile Money,Nouveau,24,588149.0,24506.208333333332,2024-12-21,10,0.6666666666666666,0
4638,M,40,Korhogo,Site Web,Régulier,28,815442.0,29122.928571428572,2024-12-23,8,0.7777777777777778,0
4639,F,35,Abidjan,Mobile Money,Occasionnel,23,752384.0,32712.347826086956,2024-10-04,88,0.6388888888888888,0
4640,F,35,Abidjan,Site Web,Régulier,31,1061671.0,34247.45161290323,2024-12-20,11,0.8611111111111112,0
4641,F,29,Abidjan,Mobile Money,Occasionnel,30,1156315.0,38543.833333333336,2024-12-30,1,0.8333333333333334,0
4642,F,27,Korhogo,Réseaux sociaux,VIP,31,942693.0,30409.451612903227,2024-12-02,29,0.8611111111111112,0
4643,F,29,Man,Boutique,Nouveau,31,945871.0,30511.967741935485,2024-08-20,133,0.8611111111111112,1
4644,F,39,San-Pédro,Site Web,Régulier,25,724281.0,28971.24,2024-12-22,9,0.6944444444444444,0
4645,F,41,Abidjan,Mobile Money,Occasionnel,30,953702.0,31790.066666666666,2024-11-14,47,0.8333333333333334,0
4646,M,31,Korhogo,Mobile Money,Occasionnel,36,1408743.0,39131.75,2024-12-16,15,1.0,0
4647,M,44,Abidjan,Site Web,Régulier,31,1218842.0,39317.48387096774,2024-12-25,6,0.8611111111111112,0
4648,F,33,Abidjan,Boutique,VIP,5,76838.0,15367.6,2024-12-07,24,0.1388888888888889,0
4649,F,28,Abidjan,Site Web,Régulier,28,1034252.0,36937.57142857143,2024-12-21,10,0.7777777777777778,0
4650,F,36,Abidjan,Boutique,Nouveau,1,38541.0,38541.0,2023-04-13,628,0.027777777777777776,1
4651,M,19,Bouaké,Boutique,Occasionnel,23,726892.0,31604.0,2024-12-07,24,0.6388888888888888,0
4652,M,36,Abidjan,Réseaux sociaux,Nouveau,35,1074521.0,30700.6,2024-12-08,23,0.9722222222222222,0
4653,F,18,Abidjan,Boutique,Régulier,28,966410.0,34514.642857142855,2024-11-10,51,0.7777777777777778,0
4654,F,22,San-Pédro,Réseaux sociaux,Occasionnel,27,813997.0,30148.037037037036,2024-10-15,77,0.75,0
4655,F,18,Abidjan,Boutique,Nouveau,29,634476.0,21878.48275862069,2024-12-22,9,0.8055555555555556,0
4656,M,32,Abidjan,Mobile Money,Nouveau,21,615830.0,29325.238095238095,2024-11-18,43,0.5833333333333334,0
4657,M,51,Abidjan,Site Web,Fidèle,26,543724.0,20912.46153846154,2024-12-10,21,0.7222222222222222,0
