client_id,genre,age,ville,canal_acquisition,date_inscription,segment_marketing,actif
3969,F,18,Abidjan,Boutique,2023-08-18,Fidèle,1
3970,F,38,Abidjan,Mobile Money,2022-11-10,Occasionnel,1
3971,M,50,Abidjan,Site Web,2023-05-15,Nouveau,1
3972,F,47,Abidjan,Mobile Money,2024-12-03,Nouveau,1
3973,M,39,Yamoussoukro,Réseaux sociaux,2022-04-05,Nouveau,1
3974,F,20,Abidjan,Boutique,2024-10-13,Fidèle,1
3975,F,28,Abidjan,Boutique,2024-02-06,Occasionnel,0
3976,F,55,Abidjan,Boutique,2022-05-03,Nouveau,1
3977,F,18,Abidjan,Mobile Money,2022-12-01,Nouveau,1
3978,F,21,Abidjan,Boutique,2024-07-08,Fidèle,1
3979,F,44,Abidjan,Réseaux sociaux,2024-02-10,Occasionnel,0
3980,M,29,Bouaké,Boutique,2022-03-27,Nouveau,1
3981,F,21,Man,Mobile Money,2022-06-11,Fidèle,1
3982,F,50,Yamoussoukro,Site Web,2024-10-14,Régulier,0
3983,M,39,Abidjan,Mobile Money,2022-06-22,Occasionnel,1
3984,F,29,Abidjan,Boutique,2023-11-15,Occasionnel,0
3985,F,21,Daloa,Boutique,2024-12-26,Régulier,1
3986,F,56,Abidjan,Boutique,2022-07-02,Nouveau,0
3987,F,33,Man,Mobile Money,2022-02-18,VIP,1
3988,F,49,Abidjan,Mobile Money,2024-06-13,Régulier,0
3989,M,43,Abidjan,Mobile Money,2024-11-06,Régulier,1
3990,M,28,Abidjan,Boutique,2023-07-19,Régulier,1
3991,M,28,Korhogo,Site Web,2022-09-13,VIP,1
3992,F,49,Abengourou,Site Web,2022-03-07,Nouveau,1
3993,F,50,Korhogo,Mobile Money,2024-09-24,Nouveau,1
3994,F,18,Abidjan,Mobile Money,2024-05-24,Régulier,1
3995,F,40,Daloa,Site Web,2024-09-08,Nouveau,1
3996,F,32,Abidjan,Boutique,2024-05-13,Régulier,1
3997,F,22,Abidjan,Réseaux sociaux,2023-04-20,Occasionnel,1
3998,F,36,Yamoussoukro,Mobile Money,2023-06-12,Nouveau,1
3999,F,19,Gagnoa,Mobile Money,2023-02-23,Nouveau,1
4000,F,28,Abidjan,Boutique,2024-03-11,Régulier,1
4001,M,25,Abidjan,Site Web,2022-04-20,Nouveau,1
4002,F,28,Abidjan,Boutique,2022-02-13,Nouveau,1
4003,M,33,Abidjan,Mobile Money,2024-11-18,Occasionnel,1
4004,F,22,Abidjan,Mobile Money,2022-12-15,Nouveau,1
4005,M,51,San-Pédro,Site Web,2022-02-07,Régulier,1
4006,F,39,Abidjan,Mobile Money,2024-01-08,VIP,1
4007,F,53,Yamoussoukro,Site Web,2023-03-13,Régulier,1
4008,F,32,Abidjan,Mobile Money,2022-09-10,Régulier,1
4009,F,27,Abidjan,Mobile Money,2023-04-21,Occasionnel,1
4010,M,53,Abidjan,Mobile Money,2023-05-09,VIP,1
4011,F,27,Abidjan,Partenaire,2023-11-02,Fidèle,1
4012,F,32,Abidjan,Mobile Money,2024-10-17,Fidèle,1
4013,M,41,Bouaké,Mobile Money,2024-08-22,Nouveau,1
4014,F,20,Divo,Réseaux sociaux,2024-06-24,Nouveau,1
4015,M,41,Abidjan,Mobile Money,2023-06-23,Nouveau,0
4016,M,40,Bouaké,Mobile Money,2023-09-04,Nouveau,1
4017,F,47,Korhogo,Mobile Money,2022-05-25,Nouveau,1
4018,F,43,Abidjan,Site Web,2023-09-24,Fidèle,0
4019,F,48,Korhogo,Boutique,2024-01-06,Nouveau,1
4020,M,32,Divo,Réseaux sociaux,2024-08-29,Nouveau,1
4021,F,24,San-Pédro,Site Web,2022-02-20,Fidèle,1
4022,F,57,Bouaké,Boutique,2024-08-03,VIP,1
4023,F,18,Yamoussoukro,Mobile Money,2023-07-22,Nouveau,1
4024,M,18,Abidjan,Site Web,2022-04-07,Nouveau,1
4025,M,40,Bouaké,Réseaux sociaux,2024-12-26,Régulier,1
4026,M,51,Gagnoa,Réseaux sociaux,2023-05-25,VIP,0
4027,M,36,Abidjan,Mobile Money,2023-03-27,Régulier,1
4028,M,44,Daloa,Site Web,2022-07-28,Occasionnel,1
4029,F,18,Abidjan,Site Web,2022-03-22,Régulier,1
4030,M,28,Abidjan,Partenaire,2022-04-02,Régulier,1
4031,F,18,Bouaké,Mobile Money,2022-10-20,Nouveau,0
4032,F,42,Daloa,Site Web,2022-11-17,Occasionnel,1
4033,M,18,Bouaké,Site Web,2023-05-23,Fidèle,1
4034,M,19,San-Pédro,Réseaux sociaux,2023-10-31,Régulier,1
4035,F,39,Abidjan,Site Web,2024-12-22,Nouveau,1
4036,F,45,Man,Réseaux sociaux,2024-05-19,Régulier,0
4037,F,32,Bouaké,Boutique,2023-06-17,Régulier,1
4038,M,40,San-Pédro,Mobile Money,2024-09-26,Nouveau,1
4039,F,39,Abidjan,Boutique,2023-09-03,Nouveau,1
4040,M,31,Abidjan,Réseaux sociaux,2023-04-09,Nouveau,0
4041,F,21,Korhogo,Mobile Money,2022-08-27,VIP,1
4042,M,40,Abidjan,Site Web,2023-04-08,Nouveau,1
4043,F,40,Abidjan,Partenaire,2022-02-14,Fidèle,0
4044,M,43,Daloa,Réseaux sociaux,2022-06-17,Occasionnel,1
4045,F,37,Daloa,Site Web,2024-10-31,Fidèle,1
4046,F,21,San-Pédro,Site Web,2022-08-02,VIP,0
4047,F,41,Daloa,Mobile Money,2023-09-13,VIP,1
4048,F,33,Divo,Boutique,2022-04-23,Fidèle,1
4049,F,28,Abidjan,Boutique,2023-10-21,Occasionnel,1
4050,M,30,Bouaké,Site Web,2024-12-04,Nouveau,0
4051,M,26,San-Pédro,Mobile Money,2023-05-17,Nouveau,1
4052,M,43,Yamoussoukro,Mobile Money,2022-05-20,Régulier,1
4053,M,18,Abidjan,Site Web,2022-01-26,Nouveau,1
4054,F,23,Abidjan,Boutique,2024-04-08,Occasionnel,1
4055,M,30,Bouaké,Réseaux sociaux,2022-04-23,Nouveau,1
4056,M,51,Daloa,Boutique,2022-12-14,Régulier,0
4057,F,45,Abidjan,Réseaux sociaux,2024-07-12,Nouveau,1
4058,M,18,Daloa,Boutique,2023-08-12,Nouveau,0
4059,F,48,San-Pédro,Site Web,2024-08-13,Occasionnel,1
4060,M,48,Abidjan,Site Web,2024-08-13,Occasionnel,1
4061,M,21,Bouaké,Mobile Money,2023-12-26,Fidèle,1
4062,M,18,Bouaké,Mobile Money,2024-10-22,Régulier,1
4063,F,33,Abidjan,Réseaux sociaux,2022-02-09,Régulier,1
4064,M,46,Abidjan,Mobile Money,2022-09-21,Nouveau,1
4065,F,51,Abidjan,Site Web,2022-10-31,Nouveau,1
4066,M,24,San-Pédro,Mobile Money,2024-09-24,Régulier,1
4067,F,53,Abidjan,Site Web,2023-11-12,Nouveau,1
4068,M,18,Abidjan,Mobile Money,2022-10-03,Fidèle,1
4069,M,29,Abidjan,Boutique,2022-08-17,Fidèle,0
4070,F,29,San-Pédro,Boutique,2024-05-31,Nouveau,1
4071,F,46,Bouaké,Mobile Money,2024-07-29,Régulier,1
4072,M,48,Abidjan,Boutique,2022-01-17,Occasionnel,1
4073,F,44,Man,Réseaux sociaux,2023-02-05,Nouveau,1
4074,F,19,Abidjan,Site Web,2023-08-10,Occasionnel,1
4075,F,43,Abidjan,Partenaire,2022-09-15,Régulier,0
4076,F,39,Abidjan,Site Web,2024-03-05,VIP,0
4077,M,18,Daloa,Site Web,2024-04-09,Nouveau,1
4078,M,18,San-Pédro,Boutique,2024-07-07,Régulier,1
4079,F,45,Abidjan,Partenaire,2024-05-10,Nouveau,1
4080,F,32,Daloa,Boutique,2024-07-10,Nouveau,0
4081,F,19,Yamoussoukro,Boutique,2023-02-05,Régulier,1
4082,F,31,Korhogo,Réseaux sociaux,2022-11-24,Régulier,1
4083,M,38,Korhogo,Partenaire,2022-12-13,Régulier,0
4084,F,33,Daloa,Boutique,2024-07-23,Fidèle,1
4085,M,18,Abidjan,Mobile Money,2023-12-12,Nouveau,1
4086,M,54,Abidjan,Site Web,2022-12-21,Occasionnel,1
4087,M,45,Man,Site Web,2024-02-29,Nouveau,1
4088,M,30,Bouaké,Boutique,2022-09-13,Régulier,1
4089,F,30,Abidjan,Site Web,2022-10-19,Nouveau,1
4090,F,37,Man,Boutique,2022-01-02,Nouveau,1
4091,F,21,Korhogo,Mobile Money,2024-11-24,Régulier,1
4092,M,37,Yamoussoukro,Site Web,2022-09-16,Occasionnel,1
4093,M,19,Korhogo,Boutique,2024-04-03,Régulier,1
4094,F,33,Abidjan,Site Web,2022-05-10,VIP,1
4095,F,21,Daloa,Mobile Money,2022-02-09,Occasionnel,1
4096,F,21,Gagnoa,Réseaux sociaux,2024-01-10,Occasionnel,1
4097,M,52,Abidjan,Mobile Money,2022-04-18,VIP,1
4098,M,34,Abidjan,Partenaire,2022-06-08,Régulier,1
4099,M,36,Daloa,Site Web,2022-12-28,Nouveau,1
4100,M,18,Abidjan,Mobile Money,2023-10-03,Régulier,1
4101,F,27,Abidjan,Partenaire,2022-01-20,Occasionnel,0
4102,M,39,Abidjan,Boutique,2022-05-19,Régulier,1
4103,M,36,Abidjan,Boutique,2023-01-06,Occasionnel,1
4104,F,18,Abidjan,Réseaux sociaux,2024-02-11,Nouveau,1
4105,M,36,Korhogo,Réseaux sociaux,2022-04-17,Régulier,1
4106,F,38,Yamoussoukro,Site Web,2022-11-09,Nouveau,1
4107,M,48,Daloa,Partenaire,2022-07-31,Fidèle,1
4108,M,26,Abidjan,Mobile Money,2022-12-05,Régulier,1
4109,M,18,Abidjan,Mobile Money,2022-10-10,VIP,1
4110,F,23,Abidjan,Mobile Money,2023-12-03,Nouveau,1
4111,F,21,San-Pédro,Boutique,2022-03-15,Occasionnel,0
4112,M,42,Divo,Site Web,2024-10-25,Nouveau,1
4113,M,18,Abidjan,Mobile Money,2022-09-25,Occasionnel,1
4114,F,29,Gagnoa,Boutique,2024-12-21,Occasionnel,1
4115,M,49,Abidjan,Mobile Money,2024-03-09,Occasionnel,1
4116,F,34,Abidjan,Boutique,2023-01-27,Occasionnel,1
4117,M,43,Daloa,Site Web,2022-11-28,VIP,1
4118,M,18,Abidjan,Mobile Money,2024-11-02,Nouveau,1
4119,F,18,Man,Site Web,2024-12-27,Occasionnel,1
4120,F,49,Abidjan,Site Web,2023-11-02,Régulier,0
4121,M,35,Daloa,Boutique,2022-02-21,Nouveau,1
4122,M,35,Abidjan,Réseaux sociaux,2024-09-19,Régulier,1
4123,M,21,Abidjan,Partenaire,2023-06-07,Régulier,1
4124,F,35,Abidjan,Mobile Money,2022-01-31,Régulier,1
4125,M,21,Divo,Site Web,2024-05-28,Régulier,1
4126,F,47,Bouaké,Mobile Money,2022-02-06,Régulier,1
4127,F,64,Bouaké,Boutique,2023-02-11,VIP,0
4128,F,39,Abidjan,Site Web,2022-03-23,Nouveau,1
4129,M,27,Abidjan,Site Web,2023-04-24,Occasionnel,1
4130,M,18,Abidjan,Réseaux sociaux,2024-05-30,Régulier,0
4131,M,18,San-Pédro,Site Web,2022-05-22,Nouveau,1
4132,M,51,Abidjan,Site Web,2022-06-01,Occasionnel,1
4133,F,22,Abidjan,Boutique,2024-11-13,Régulier,1
4134,F,29,Bouaké,Mobile Money,2022-07-13,Nouveau,0
4135,F,41,Bouaké,Mobile Money,2022-05-04,Occasionnel,1
4136,F,50,Abidjan,Boutique,2023-10-04,Régulier,1
4137,F,31,Abidjan,Site Web,2022-10-30,Nouveau,1
4138,M,29,Abidjan,Mobile Money,2024-11-14,Nouveau,1
4139,M,34,Daloa,Boutique,2022-06-29,Régulier,0
4140,M,27,Abidjan,Mobile Money,2023-09-13,Régulier,1
4141,F,27,Yamoussoukro,Boutique,2024-10-05,Occasionnel,1
4142,M,38,Abidjan,Boutique,2024-03-13,Occasionnel,1
4143,F,36,Korhogo,Mobile Money,2022-02-01,Nouveau,1
4144,F,57,Divo,Mobile Money,2022-07-25,Régulier,0
4145,F,38,Abidjan,Mobile Money,2022-05-18,Nouveau,1
4146,F,46,Abidjan,Boutique,2024-09-28,Fidèle,1
4147,F,22,Abidjan,Partenaire,2022-08-10,Régulier,1
4148,M,39,San-Pédro,Mobile Money,2022-03-03,Nouveau,0
4149,F,26,Abidjan,Boutique,2023-02-24,Régulier,1
4150,F,38,Bouaké,Boutique,2022-11-06,Fidèle,1
4151,F,41,Abidjan,Site Web,2022-06-29,Fidèle,1
4152,M,34,Abidjan,Mobile Money,2023-05-12,Régulier,1
4153,F,60,Yamoussoukro,Mobile Money,2024-09-12,Nouveau,0
4154,F,49,Bouaké,Partenaire,2022-09-05,Régulier,1
4155,M,46,San-Pédro,Partenaire,2024-12-10,Régulier,1
4156,F,42,San-Pédro,Boutique,2023-12-28,Occasionnel,1
4157,M,53,Bouaké,Boutique,2023-02-23,Nouveau,1
4158,F,18,Abidjan,Mobile Money,2024-01-14,Fidèle,1
4159,F,49,Man,Mobile Money,2023-01-17,Occasionnel,1
4160,F,23,San-Pédro,Mobile Money,2022-08-20,Nouveau,1
4161,M,27,Korhogo,Site Web,2022-09-14,Nouveau,1
4162,F,40,Abengourou,Mobile Money,2022-01-10,Nouveau,1
4163,M,47,Abidjan,Mobile Money,2023-12-12,Occasionnel,1
4164,F,21,Yamoussoukro,Mobile Money,2022-03-23,Nouveau,0
4165,M,28,Yamoussoukro,Mobile Money,2022-08-06,Occasionnel,1
4166,F,35,Abidjan,Boutique,2022-01-01,Nouveau,1
4167,F,31,Bouaké,Boutique,2022-03-13,Nouveau,0
4168,F,43,Abidjan,Boutique,2024-09-18,Nouveau,0
4169,M,71,Abidjan,Boutique,2022-01-27,Occasionnel,0
4170,F,38,Abidjan,Boutique,2023-11-12,Occasionnel,0
4171,M,25,Daloa,Site Web,2022-12-25,Occasionnel,1
4172,M,19,Yamoussoukro,Mobile Money,2022-06-01,Régulier,1
4173,M,30,Abidjan,Mobile Money,2022-11-25,Occasionnel,0
4174,F,23,Abidjan,Réseaux sociaux,2022-04-12,Régulier,1
4175,M,39,Bouaké,Site Web,2022-12-09,Nouveau,1
4176,M,38,Abidjan,Boutique,2024-06-14,Occasionnel,1
4177,M,28,Abidjan,Mobile Money,2023-11-11,Nouveau,1
4178,M,55,Abidjan,Mobile Money,2024-06-07,Occasionnel,1
4179,M,25,Korhogo,Mobile Money,2024-02-02,Régulier,1
4180,M,32,Abidjan,Réseaux sociaux,2024-10-12,Régulier,1
4181,M,41,Bouaké,Boutique,2022-04-29,Occasionnel,1
4182,F,43,Korhogo,Mobile Money,2022-06-24,Occasionnel,1
4183,M,48,Abidjan,Mobile Money,2023-03-27,Nouveau,1
4184,F,38,Korhogo,Mobile Money,2023-07-26,VIP,0
4185,M,45,Abidjan,Mobile Money,2024-05-08,Nouveau,1
4186,M,26,Abidjan,Boutique,2022-05-14,Nouveau,1
4187,F,44,Abidjan,Boutique,2022-05-02,Nouveau,1
4188,F,43,Bouaké,Réseaux sociaux,2024-05-21,VIP,1
4189,F,50,Divo,Site Web,2023-08-25,Fidèle,1
4190,F,18,Yamoussoukro,Réseaux sociaux,2023-03-28,Nouveau,1
4191,F,24,Bouaké,Réseaux sociaux,2022-09-01,Nouveau,0
4192,M,43,Abidjan,Partenaire,2024-02-01,Régulier,1
4193,M,18,Man,Partenaire,2024-05-28,Nouveau,1
4194,M,39,Abidjan,Mobile Money,2022-02-03,Nouveau,1
4195,F,45,Abidjan,Mobile Money,2022-03-01,Occasionnel,0
4196,F,27,Abengourou,Mobile Money,2024-05-01,Occasionnel,0
4197,F,29,Abidjan,Site Web,2024-08-25,Occasionnel,1
4198,M,22,Abidjan,Site Web,2022-09-09,Régulier,0
4199,F,28,Abidjan,Mobile Money,2024-02-12,Régulier,1
4200,F,28,Abidjan,Réseaux sociaux,2024-07-11,Occasionnel,1
4201,F,26,San-Pédro,Site Web,2022-05-04,Nouveau,1
4202,M,25,Abidjan,Site Web,2022-07-23,Nouveau,0
4203,F,31,Divo,Boutique,2022-05-23,Fidèle,1
4204,M,30,Abidjan,Mobile Money,2024-05-15,Nouveau,1
4205,M,54,Bouaké,Boutique,2024-04-24,Occasionnel,1
4206,M,29,Yamoussoukro,Mobile Money,2022-05-27,Nouveau,1
4207,F,37,Bouaké,Site Web,2022-07-10,Nouveau,0
4208,F,27,Abidjan,Mobile Money,2023-12-28,Occasionnel,1
4209,F,27,Bouaké,Mobile Money,2024-09-09,Nouveau,1
4210,F,18,Yamoussoukro,Boutique,2024-05-03,Régulier,1
4211,M,18,Korhogo,Boutique,2022-07-03,Occasionnel,1
4212,F,20,Abidjan,Boutique,2023-02-27,Régulier,1
4213,F,36,Abidjan,Partenaire,2022-03-14,Régulier,1
4214,F,45,Bouaké,Mobile Money,2022-09-25,Nouveau,1
4215,M,18,Abidjan,Réseaux sociaux,2023-09-09,Régulier,1
4216,F,27,Abidjan,Mobile Money,2023-01-13,Fidèle,1
4217,M,18,Gagnoa,Mobile Money,2023-10-27,Nouveau,0
4218,F,31,Abidjan,Partenaire,2022-11-21,Régulier,1
4219,M,45,Abidjan,Site Web,2023-09-10,Régulier,1
4220,M,29,Bouaké,Site Web,2023-11-25,Régulier,0
4221,F,33,Abidjan,Site Web,2022-08-02,Nouveau,1
4222,F,50,Abidjan,Boutique,2022-02-18,Nouveau,1
4223,F,39,Abidjan,Site Web,2023-01-06,Nouveau,1
4224,F,25,Abidjan,Mobile Money,2022-02-15,Nouveau,1
4225,F,35,Abidjan,Site Web,2022-06-24,Occasionnel,1
4226,M,24,San-Pédro,Partenaire,2022-11-12,Fidèle,0
4227,M,38,Abidjan,Réseaux sociaux,2023-01-06,Occasionnel,1
4228,F,39,Abidjan,Site Web,2022-10-31,Occasionnel,1
4229,M,18,Bouaké,Site Web,2022-02-28,Nouveau,0
4230,F,35,Abidjan,Boutique,2022-07-13,Occasionnel,1
4231,M,32,Abidjan,Boutique,2024-08-24,Régulier,1
4232,F,39,Abidjan,Réseaux sociaux,2024-02-24,Fidèle,1
4233,M,43,Abidjan,Site Web,2023-05-02,Occasionnel,1
4234,M,39,Abidjan,Boutique,2022-01-27,Occasionnel,1
4235,F,30,Abidjan,Site Web,2023-01-28,Nouveau,1
4236,F,44,Korhogo,Mobile Money,2024-10-09,VIP,1
4237,F,24,Gagnoa,Réseaux sociaux,2024-06-05,Nouveau,0
4238,M,19,Korhogo,Réseaux sociaux,2024-04-09,Nouveau,0
4239,M,18,Abidjan,Mobile Money,2022-09-30,Occasionnel,1
4240,M,33,Daloa,Mobile Money,2023-03-18,Nouveau,1
4241,M,24,Bouaké,Site Web,2022-02-01,Nouveau,1
4242,M,38,Abidjan,Mobile Money,2024-07-29,Fidèle,1
4243,F,18,Man,Partenaire,2022-05-04,Nouveau,1
4244,F,26,Daloa,Mobile Money,2023-11-08,Nouveau,1
4245,M,39,Abidjan,Mobile Money,2022-11-05,Nouveau,1
4246,F,22,Gagnoa,Mobile Money,2023-09-17,Nouveau,1
4247,M,38,Abidjan,Site Web,2024-06-24,VIP,1
4248,F,27,Abidjan,Boutique,2022-12-09,Régulier,0
4249,F,33,Abidjan,Réseaux sociaux,2022-01-19,Fidèle,1
4250,M,40,Abidjan,Partenaire,2023-12-28,Fidèle,1
4251,F,44,Gagnoa,Site Web,2023-08-06,Régulier,1
4252,F,35,Bouaké,Mobile Money,2022-06-02,Occasionnel,1
4253,F,25,Abidjan,Mobile Money,2022-02-23,Occasionnel,1
4254,M,28,Daloa,Réseaux sociaux,2023-07-29,Régulier,1
4255,M,41,Korhogo,Mobile Money,2023-11-03,Régulier,1
4256,F,22,Man,Réseaux sociaux,2022-05-08,Occasionnel,1
4257,F,32,Man,Réseaux sociaux,2023-10-19,Occasionnel,1
4258,F,29,Korhogo,Site Web,2023-05-03,Régulier,1
4259,M,32,Bouaké,Site Web,2022-05-31,Nouveau,1
4260,F,22,Abidjan,Partenaire,2023-11-06,Occasionnel,1
4261,M,18,Man,Site Web,2023-12-08,Occasionnel,1
4262,M,39,Abidjan,Site Web,2022-06-20,Occasionnel,1
4263,F,44,Abidjan,Boutique,2024-01-08,Occasionnel,1
4264,M,18,Abidjan,Boutique,2022-09-01,Régulier,1
4265,M,38,Abidjan,Boutique,2023-10-16,Régulier,0
4266,F,45,Bouaké,Partenaire,2024-06-09,Nouveau,0
4267,F,40,Korhogo,Site Web,2024-10-23,Occasionnel,1
4268,M,29,Abidjan,Site Web,2022-10-08,Nouveau,1
4269,M,23,Bouaké,Mobile Money,2023-01-06,Nouveau,1
4270,M,34,Abidjan,Réseaux sociaux,2022-04-15,Nouveau,1
4271,M,36,Yamoussoukro,Boutique,2024-11-27,Régulier,1
4272,F,35,Abidjan,Site Web,2022-12-29,Régulier,1
4273,M,32,Abidjan,Mobile Money,2024-05-28,Nouveau,0
4274,M,22,Bouaké,Réseaux sociaux,2024-10-20,Fidèle,1
4275,F,38,Abidjan,Site Web,2023-06-05,Occasionnel,1
4276,F,39,Abidjan,Boutique,2024-01-30,Régulier,1
4277,F,36,Abidjan,Mobile Money,2023-06-02,Occasionnel,0
4278,M,35,Abidjan,Mobile Money,2023-09-23,Régulier,0
4279,F,52,Yamoussoukro,Mobile Money,2022-10-01,Occasionnel,1
4280,M,27,Abidjan,Mobile Money,2024-07-09,Nouveau,1
4281,F,48,Abidjan,Boutique,2022-05-15,Nouveau,1
4282,F,25,Korhogo,Boutique,2023-12-24,Régulier,1
4283,M,46,Daloa,Boutique,2024-10-04,Fidèle,1
4284,F,47,Abidjan,Site Web,2024-06-07,Régulier,1
4285,M,30,Yamoussoukro,Boutique,2024-04-10,Régulier,1
4286,F,52,Abidjan,Mobile Money,2023-12-21,Nouveau,1
4287,M,39,Abidjan,Réseaux sociaux,2024-11-01,Régulier,1
4288,F,24,Yamoussoukro,Boutique,2024-08-04,Fidèle,1
4289,M,29,Abidjan,Site Web,2022-10-29,Occasionnel,1
4290,M,46,Abidjan,Partenaire,2023-11-15,Occasionnel,1
4291,F,44,Korhogo,Site Web,2023-04-15,Nouveau,0
4292,F,22,Daloa,Boutique,2022-10-18,Nouveau,1
4293,F,32,Man,Boutique,2024-06-14,Nouveau,1
4294,M,36,Korhogo,Réseaux sociaux,2022-02-15,Régulier,1
4295,M,28,Abidjan,Réseaux sociaux,2022-05-21,Régulier,1
4296,F,59,Bouaké,Mobile Money,2022-04-26,Nouveau,0
4297,F,36,Abidjan,Site Web,2022-08-10,Fidèle,1
4298,M,33,Yamoussoukro,Réseaux sociaux,2023-07-16,Fidèle,1
4299,M,47,Abidjan,Réseaux sociaux,2024-10-28,Occasionnel,1
4300,M,29,Abidjan,Mobile Money,2024-11-30,VIP,1
4301,F,45,Abidjan,Boutique,2024-09-12,Fidèle,1
4302,M,18,Daloa,Boutique,2024-04-11,Nouveau,1
4303,M,29,Abidjan,Mobile Money,2023-05-19,VIP,0
4304,F,45,Bouaké,Site Web,2024-04-29,Occasionnel,1
4305,F,51,San-Pédro,Boutique,2022-10-21,Nouveau,1
4306,F,25,Daloa,Mobile Money,2023-12-28,Nouveau,0
4307,M,24,Abidjan,Mobile Money,2022-01-10,Régulier,1
4308,F,40,Abidjan,Réseaux sociaux,2024-09-16,VIP,0
4309,M,27,Man,Réseaux sociaux,2024-11-29,Occasionnel,1
4310,M,31,Bouaké,Réseaux sociaux,2024-03-16,Occasionnel,1
4311,M,43,Abidjan,Réseaux sociaux,2022-07-11,Nouveau,0
4312,M,28,Divo,Partenaire,2022-10-10,Fidèle,1
4313,F,18,Abidjan,Boutique,2024-03-21,Nouveau,1
4314,M,19,Abidjan,Mobile Money,2023-07-01,Occasionnel,1
4315,F,34,Abidjan,Réseaux sociaux,2023-08-23,Occasionnel,1
4316,M,18,Abidjan,Site Web,2023-03-19,Nouveau,1
4317,M,30,Abidjan,Boutique,2024-07-04,Fidèle,1
4318,M,18,Yamoussoukro,Partenaire,2022-07-01,VIP,0
4319,M,52,Abidjan,Mobile Money,2023-04-29,Occasionnel,1
4320,F,57,Yamoussoukro,Réseaux sociaux,2022-09-01,Régulier,1
4321,M,22,San-Pédro,Boutique,2024-01-28,Fidèle,1
4322,M,36,Korhogo,Mobile Money,2022-11-09,Nouveau,1
4323,M,23,Abidjan,Réseaux sociaux,2022-11-24,Nouveau,1
4324,F,30,Daloa,Site Web,2022-07-10,Régulier,1
4325,F,53,Abidjan,Site Web,2024-08-03,Occasionnel,1
4326,M,28,Yamoussoukro,Site Web,2022-08-26,Régulier,1
4327,F,30,Abidjan,Mobile Money,2024-08-09,Occasionnel,0
4328,M,23,Yamoussoukro,Mobile Money,2024-09-30,Régulier,0
4329,M,46,Abidjan,Mobile Money,2024-11-21,Nouveau,1
4330,M,18,Bouaké,Mobile Money,2023-01-11,Nouveau,1
4331,F,29,Abidjan,Mobile Money,2023-12-19,Nouveau,1
4332,M,33,Abidjan,Boutique,2024-06-25,Occasionnel,1
4333,F,26,Bouaké,Mobile Money,2022-03-27,Régulier,1
4334,F,43,Abidjan,Boutique,2022-03-12,Fidèle,1
4335,M,47,Yamoussoukro,Mobile Money,2022-08-15,Occasionnel,1
4336,F,18,Yamoussoukro,Mobile Money,2024-12-11,Régulier,1
4337,F,57,Bouaké,Partenaire,2022-04-09,Nouveau,1
4338,F,18,Daloa,Partenaire,2024-04-17,Occasionnel,0
4339,F,48,Daloa,Réseaux sociaux,2024-07-07,Fidèle,1
4340,M,35,Man,Mobile Money,2024-09-19,Nouveau,1
4341,F,28,Abidjan,Site Web,2023-08-02,Régulier,1
4342,F,29,Bouaké,Mobile Money,2023-07-30,Nouveau,1
4343,M,33,Daloa,Boutique,2024-03-23,Nouveau,0
4344,F,36,Abidjan,Réseaux sociaux,2023-11-26,Régulier,1
4345,M,23,Abidjan,Boutique,2024-05-11,Régulier,1
4346,M,31,Abidjan,Partenaire,2023-01-31,Occasionnel,1
4347,M,25,Bouaké,Site Web,2024-10-19,Fidèle,1
4348,M,20,Abidjan,Mobile Money,2023-04-19,Fidèle,1
4349,F,25,Yamoussoukro,Mobile Money,2022-09-29,Régulier,0
4350,M,21,Bouaké,Réseaux sociaux,2024-04-02,Nouveau,1
4351,F,29,Yamoussoukro,Boutique,2023-11-11,Occasionnel,1
4352,F,38,Abidjan,Mobile Money,2022-02-24,Régulier,1
4353,M,35,Daloa,Mobile Money,2022-07-02,Régulier,0
4354,F,55,Yamoussoukro,Partenaire,2022-02-10,Occasionnel,1
4355,M,18,Abidjan,Mobile Money,2023-09-23,Occasionnel,1
4356,M,39,Abidjan,Partenaire,2024-08-16,Nouveau,1
4357,M,34,Abidjan,Site Web,2022-12-20,Nouveau,1
4358,F,42,Man,Mobile Money,2022-05-01,Occasionnel,1
4359,F,41,Abidjan,Boutique,2024-07-21,Fidèle,1
4360,M,32,Abidjan,Site Web,2024-02-29,Régulier,0
4361,F,35,Abidjan,Boutique,2023-08-20,VIP,1
4362,M,25,Abidjan,Mobile Money,2022-08-07,Régulier,1
4363,M,40,Abidjan,Mobile Money,2024-01-07,Nouveau,1
4364,M,18,Daloa,Réseaux sociaux,2023-02-05,Régulier,1
4365,M,42,Abidjan,Site Web,2022-09-26,Fidèle,1
4366,F,33,San-Pédro,Boutique,2022-11-18,Régulier,0
4367,F,28,Abidjan,Mobile Money,2022-03-09,Occasionnel,1
4368,M,31,Abidjan,Boutique,2023-06-21,Régulier,1
4369,F,32,Daloa,Site Web,2024-04-04,Nouveau,1
4370,F,48,Yamoussoukro,Mobile Money,2024-06-24,Nouveau,1
4371,F,69,San-Pédro,Partenaire,2024-03-03,Nouveau,1
4372,F,47,Abidjan,Réseaux sociaux,2024-08-16,Occasionnel,1
4373,F,27,Abidjan,Mobile Money,2024-11-21,Fidèle,1
4374,F,40,Yamoussoukro,Réseaux sociaux,2022-09-01,Nouveau,1
