client_key,client_id_nk,genre,age,tranche_age,ville,canal_acquisition,segment_marketing,date_inscription,statut
4038,4038,M,40,36-45,San-Pédro,Mobile Money,Nouveau,2024-09-26,Actif
4039,4039,F,39,36-45,Abidjan,Boutique,Nouveau,2023-09-03,Actif
4040,4040,M,31,26-35,Abidjan,Réseaux sociaux,Nouveau,2023-04-09,Inactif
4041,4041,F,21,18-25,Korhogo,Mobile Money,VIP,2022-08-27,Actif
4042,4042,M,40,36-45,Abidjan,Site Web,Nouveau,2023-04-08,Actif
4043,4043,F,40,36-45,Abidjan,Partenaire,Fidèle,2022-02-14,Inactif
4044,4044,M,43,36-45,Daloa,Réseaux sociaux,Occasionnel,2022-06-17,Actif
4045,4045,F,37,36-45,Daloa,Site Web,Fidèle,2024-10-31,Actif
4046,4046,F,21,18-25,San-Pédro,Site Web,VIP,2022-08-02,Inactif
4047,4047,F,41,36-45,Daloa,Mobile Money,VIP,2023-09-13,Actif
4048,4048,F,33,26-35,Divo,Boutique,Fidèle,2022-04-23,Actif
4049,4049,F,28,26-35,Abidjan,Boutique,Occasionnel,2023-10-21,Actif
4050,4050,M,30,26-35,Bouaké,Site Web,Nouveau,2024-12-04,Inactif
4051,4051,M,26,26-35,San-Pédro,Mobile Money,Nouveau,2023-05-17,Actif
4052,4052,M,43,36-45,Yamoussoukro,Mobile Money,Régulier,2022-05-20,Actif
4053,4053,M,18,18-25,Abidjan,Site Web,Nouveau,2022-01-26,Actif
4054,4054,F,23,18-25,Abidjan,Boutique,Occasionnel,2024-04-08,Actif
4055,4055,M,30,26-35,Bouaké,Réseaux sociaux,Nouveau,2022-04-23,Actif
4056,4056,M,51,46-55,Daloa,Boutique,Régulier,2022-12-14,Inactif
4057,4057,F,45,36-45,Abidjan,Réseaux sociaux,Nouveau,2024-07-12,Actif
4058,4058,M,18,18-25,Daloa,Boutique,Nouveau,2023-08-12,Inactif
4059,4059,F,48,46-55,San-Pédro,Site Web,Occasionnel,2024-08-13,Actif
4060,4060,M,48,46-55,Abidjan,Site Web,Occasionnel,2024-08-13,Actif
4061,4061,M,21,18-25,Bouaké,Mobile Money,Fidèle,2023-12-26,Actif
4062,4062,M,18,18-25,Bouaké,Mobile Money,Régulier,2024-10-22,Actif
4063,4063,F,33,26-35,Abidjan,Réseaux sociaux,Régulier,2022-02-09,Actif
4064,4064,M,46,46-55,Abidjan,Mobile Money,Nouveau,2022-09-21,Actif
4065,4065,F,51,46-55,Abidjan,Site Web,Nouveau,2022-10-31,Actif
4066,4066,M,24,18-25,San-Pédro,Mobile Money,Régulier,2024-09-24,Actif
4067,4067,F,53,46-55,Abidjan,Site Web,Nouveau,2023-11-12,Actif
4068,4068,M,18,18-25,Abidjan,Mobile Money,Fidèle,2022-10-03,Actif
4069,4069,M,29,26-35,Abidjan,Boutique,Fidèle,2022-08-17,Inactif
4070,4070,F,29,26-35,San-Pédro,Boutique,Nouveau,2024-05-31,Actif
4071,4071,F,46,46-55,Bouaké,Mobile Money,Régulier,2024-07-29,Actif
4072,4072,M,48,46-55,Abidjan,Boutique,Occasionnel,2022-01-17,Actif
4073,4073,F,44,36-45,Man,Réseaux sociaux,Nouveau,2023-02-05,Actif
4074,4074,F,19,18-25,Abidjan,Site Web,Occasionnel,2023-08-10,Actif
4075,4075,F,43,36-45,Abidjan,Partenaire,Régulier,2022-09-15,Inactif
4076,4076,F,39,36-45,Abidjan,Site Web,VIP,2024-03-05,Inactif
4077,4077,M,18,18-25,Daloa,Site Web,Nouveau,2024-04-09,Actif
4078,4078,M,18,18-25,San-Pédro,Boutique,Régulier,2024-07-07,Actif
4079,4079,F,45,36-45,Abidjan,Partenaire,Nouveau,2024-05-10,Actif
4080,4080,F,32,26-35,Daloa,Boutique,Nouveau,2024-07-10,Inactif
4081,4081,F,19,18-25,Yamoussoukro,Boutique,Régulier,2023-02-05,Actif
4082,4082,F,31,26-35,Korhogo,Réseaux sociaux,Régulier,2022-11-24,Actif
4083,4083,M,38,36-45,Korhogo,Partenaire,Régulier,2022-12-13,Inactif
4084,4084,F,33,26-35,Daloa,Boutique,Fidèle,2024-07-23,Actif
4085,4085,M,18,18-25,Abidjan,Mobile Money,Nouveau,2023-12-12,Actif
4086,4086,M,54,46-55,Abidjan,Site Web,Occasionnel,2022-12-21,Actif
4087,4087,M,45,36-45,Man,Site Web,Nouveau,2024-02-29,Actif
4088,4088,M,30,26-35,Bouaké,Boutique,Régulier,2022-09-13,Actif
4089,4089,F,30,26-35,Abidjan,Site Web,Nouveau,2022-10-19,Actif
4090,4090,F,37,36-45,Man,Boutique,Nouveau,2022-01-02,Actif
4091,4091,F,21,18-25,Korhogo,Mobile Money,Régulier,2024-11-24,Actif
4092,4092,M,37,36-45,Yamoussoukro,Site Web,Occasionnel,2022-09-16,Actif
4093,4093,M,19,18-25,Korhogo,Boutique,Régulier,2024-04-03,Actif
4094,4094,F,33,26-35,Abidjan,Site Web,VIP,2022-05-10,Actif
4095,4095,F,21,18-25,Daloa,Mobile Money,Occasionnel,2022-02-09,Actif
4096,4096,F,21,18-25,Gagnoa,Réseaux sociaux,Occasionnel,2024-01-10,Actif
4097,4097,M,52,46-55,Abidjan,Mobile Money,VIP,2022-04-18,Actif
4098,4098,M,34,26-35,Abidjan,Partenaire,Régulier,2022-06-08,Actif
4099,4099,M,36,36-45,Daloa,Site Web,Nouveau,2022-12-28,Actif
4100,4100,M,18,18-25,Abidjan,Mobile Money,Régulier,2023-10-03,Actif
4101,4101,F,27,26-35,Abidjan,Partenaire,Occasionnel,2022-01-20,Inactif
4102,4102,M,39,36-45,Abidjan,Boutique,Régulier,2022-05-19,Actif
4103,4103,M,36,36-45,Abidjan,Boutique,Occasionnel,2023-01-06,Actif
4104,4104,F,18,18-25,Abidjan,Réseaux sociaux,Nouveau,2024-02-11,Actif
4105,4105,M,36,36-45,Korhogo,Réseaux sociaux,Régulier,2022-04-17,Actif
4106,4106,F,38,36-45,Yamoussoukro,Site Web,Nouveau,2022-11-09,Actif
4107,4107,M,48,46-55,Daloa,Partenaire,Fidèle,2022-07-31,Actif
4108,4108,M,26,26-35,Abidjan,Mobile Money,Régulier,2022-12-05,Actif
4109,4109,M,18,18-25,Abidjan,Mobile Money,VIP,2022-10-10,Actif
4110,4110,F,23,18-25,Abidjan,Mobile Money,Nouveau,2023-12-03,Actif
4111,4111,F,21,18-25,San-Pédro,Boutique,Occasionnel,2022-03-15,Inactif
4112,4112,M,42,36-45,Divo,Site Web,Nouveau,2024-10-25,Actif
4113,4113,M,18,18-25,Abidjan,Mobile Money,Occasionnel,2022-09-25,Actif
4114,4114,F,29,26-35,Gagnoa,Boutique,Occasionnel,2024-12-21,Actif
4115,4115,M,49,46-55,Abidjan,Mobile Money,Occasionnel,2024-03-09,Actif
4116,4116,F,34,26-35,Abidjan,Boutique,Occasionnel,2023-01-27,Actif
4117,4117,M,43,36-45,Daloa,Site Web,VIP,2022-11-28,Actif
4118,4118,M,18,18-25,Abidjan,Mobile Money,Nouveau,2024-11-02,Actif
4119,4119,F,18,18-25,Man,Site Web,Occasionnel,2024-12-27,Actif
4120,4120,F,49,46-55,Abidjan,Site Web,Régulier,2023-11-02,Inactif
4121,4121,M,35,26-35,Daloa,Boutique,Nouveau,2022-02-21,Actif
4122,4122,M,35,26-35,Abidjan,Réseaux sociaux,Régulier,2024-09-19,Actif
4123,4123,M,21,18-25,Abidjan,Partenaire,Régulier,2023-06-07,Actif
4124,4124,F,35,26-35,Abidjan,Mobile Money,Régulier,2022-01-31,Actif
4125,4125,M,21,18-25,Divo,Site Web,Régulier,2024-05-28,Actif
4126,4126,F,47,46-55,Bouaké,Mobile Money,Régulier,2022-02-06,Actif
4127,4127,F,64,56+,Bouaké,Boutique,VIP,2023-02-11,Inactif
4128,4128,F,39,36-45,Abidjan,Site Web,Nouveau,2022-03-23,Actif
4129,4129,M,27,26-35,Abidjan,Site Web,Occasionnel,2023-04-24,Actif
4130,4130,M,18,18-25,Abidjan,Réseaux sociaux,Régulier,2024-05-30,Inactif
4131,4131,M,18,18-25,San-Pédro,Site Web,Nouveau,2022-05-22,Actif
4132,4132,M,51,46-55,Abidjan,Site Web,Occasionnel,2022-06-01,Actif
4133,4133,F,22,18-25,Abidjan,Boutique,Régulier,2024-11-13,Actif
4134,4134,F,29,26-35,Bouaké,Mobile Money,Nouveau,2022-07-13,Inactif
4135,4135,F,41,36-45,Bouaké,Mobile Money,Occasionnel,2022-05-04,Actif
4136,4136,F,50,46-55,Abidjan,Boutique,Régulier,2023-10-04,Actif
4137,4137,F,31,26-35,Abidjan,Site Web,Nouveau,2022-10-30,Actif
4138,4138,M,29,26-35,Abidjan,Mobile Money,Nouveau,2024-11-14,Actif
4139,4139,M,34,26-35,Daloa,Boutique,Régulier,2022-06-29,Inactif
4140,4140,M,27,26-35,Abidjan,Mobile Money,Régulier,2023-09-13,Actif
4141,4141,F,27,26-35,Yamoussoukro,Boutique,Occasionnel,2024-10-05,Actif
4142,4142,M,38,36-45,Abidjan,Boutique,Occasionnel,2024-03-13,Actif
4143,4143,F,36,36-45,Korhogo,Mobile Money,Nouveau,2022-02-01,Actif
4144,4144,F,57,56+,Divo,Mobile Money,Régulier,2022-07-25,Inactif
4145,4145,F,38,36-45,Abidjan,Mobile Money,Nouveau,2022-05-18,Actif
4146,4146,F,46,46-55,Abidjan,Boutique,Fidèle,2024-09-28,Actif
4147,4147,F,22,18-25,Abidjan,Partenaire,Régulier,2022-08-10,Actif
4148,4148,M,39,36-45,San-Pédro,Mobile Money,Nouveau,2022-03-03,Inactif
4149,4149,F,26,26-35,Abidjan,Boutique,Régulier,2023-02-24,Actif
4150,4150,F,38,36-45,Bouaké,Boutique,Fidèle,2022-11-06,Actif
4151,4151,F,41,36-45,Abidjan,Site Web,Fidèle,2022-06-29,Actif
4152,4152,M,34,26-35,Abidjan,Mobile Money,Régulier,2023-05-12,Actif
4153,4153,F,60,56+,Yamoussoukro,Mobile Money,Nouveau,2024-09-12,Inactif
4154,4154,F,49,46-55,Bouaké,Partenaire,Régulier,2022-09-05,Actif
4155,4155,M,46,46-55,San-Pédro,Partenaire,Régulier,2024-12-10,Actif
4156,4156,F,42,36-45,San-Pédro,Boutique,Occasionnel,2023-12-28,Actif
4157,4157,M,53,46-55,Bouaké,Boutique,Nouveau,2023-02-23,Actif
4158,4158,F,18,18-25,Abidjan,Mobile Money,Fidèle,2024-01-14,Actif
4159,4159,F,49,46-55,Man,Mobile Money,Occasionnel,2023-01-17,Actif
4160,4160,F,23,18-25,San-Pédro,Mobile Money,Nouveau,2022-08-20,Actif
4161,4161,M,27,26-35,Korhogo,Site Web,Nouveau,2022-09-14,Actif
4162,4162,F,40,36-45,Abengourou,Mobile Money,Nouveau,2022-01-10,Actif
4163,4163,M,47,46-55,Abidjan,Mobile Money,Occasionnel,2023-12-12,Actif
4164,4164,F,21,18-25,Yamoussoukro,Mobile Money,Nouveau,2022-03-23,Inactif
4165,4165,M,28,26-35,Yamoussoukro,Mobile Money,Occasionnel,2022-08-06,Actif
4166,4166,F,35,26-35,Abidjan,Boutique,Nouveau,2022-01-01,Actif
4167,4167,F,31,26-35,Bouaké,Boutique,Nouveau,2022-03-13,Inactif
4168,4168,F,43,36-45,Abidjan,Boutique,Nouveau,2024-09-18,Inactif
4169,4169,M,71,56+,Abidjan,Boutique,Occasionnel,2022-01-27,Inactif
4170,4170,F,38,36-45,Abidjan,Boutique,Occasionnel,2023-11-12,Inactif
4171,4171,M,25,18-25,Daloa,Site Web,Occasionnel,2022-12-25,Actif
4172,4172,M,19,18-25,Yamoussoukro,Mobile Money,Régulier,2022-06-01,Actif
4173,4173,M,30,26-35,Abidjan,Mobile Money,Occasionnel,2022-11-25,Inactif
4174,4174,F,23,18-25,Abidjan,Réseaux sociaux,Régulier,2022-04-12,Actif
4175,4175,M,39,36-45,Bouaké,Site Web,Nouveau,2022-12-09,Actif
4176,4176,M,38,36-45,Abidjan,Boutique,Occasionnel,2024-06-14,Actif
4177,4177,M,28,26-35,Abidjan,Mobile Money,Nouveau,2023-11-11,Actif
4178,4178,M,55,46-55,Abidjan,Mobile Money,Occasionnel,2024-06-07,Actif
4179,4179,M,25,18-25,Korhogo,Mobile Money,Régulier,2024-02-02,Actif
4180,4180,M,32,26-35,Abidjan,Réseaux sociaux,Régulier,2024-10-12,Actif
4181,4181,M,41,36-45,Bouaké,Boutique,Occasionnel,2022-04-29,Actif
4182,4182,F,43,36-45,Korhogo,Mobile Money,Occasionnel,2022-06-24,Actif
4183,4183,M,48,46-55,Abidjan,Mobile Money,Nouveau,2023-03-27,Actif
4184,4184,F,38,36-45,Korhogo,Mobile Money,VIP,2023-07-26,Inactif
4185,4185,M,45,36-45,Abidjan,Mobile Money,Nouveau,2024-05-08,Actif
4186,4186,M,26,26-35,Abidjan,Boutique,Nouveau,2022-05-14,Actif
4187,4187,F,44,36-45,Abidjan,Boutique,Nouveau,2022-05-02,Actif
4188,4188,F,43,36-45,Bouaké,Réseaux sociaux,VIP,2024-05-21,Actif
4189,4189,F,50,46-55,Divo,Site Web,Fidèle,2023-08-25,Actif
4190,4190,F,18,18-25,Yamoussoukro,Réseaux sociaux,Nouveau,2023-03-28,Actif
4191,4191,F,24,18-25,Bouaké,Réseaux sociaux,Nouveau,2022-09-01,Inactif
4192,4192,M,43,36-45,Abidjan,Partenaire,Régulier,2024-02-01,Actif
4193,4193,M,18,18-25,Man,Partenaire,Nouveau,2024-05-28,Actif
4194,4194,M,39,36-45,Abidjan,Mobile Money,Nouveau,2022-02-03,Actif
4195,4195,F,45,36-45,Abidjan,Mobile Money,Occasionnel,2022-03-01,Inactif
4196,4196,F,27,26-35,Abengourou,Mobile Money,Occasionnel,2024-05-01,Inactif
4197,4197,F,29,26-35,Abidjan,Site Web,Occasionnel,2024-08-25,Actif
4198,4198,M,22,18-25,Abidjan,Site Web,Régulier,2022-09-09,Inactif
4199,4199,F,28,26-35,Abidjan,Mobile Money,Régulier,2024-02-12,Actif
4200,4200,F,28,26-35,Abidjan,Réseaux sociaux,Occasionnel,2024-07-11,Actif
4201,4201,F,26,26-35,San-Pédro,Site Web,Nouveau,2022-05-04,Actif
4202,4202,M,25,18-25,Abidjan,Site Web,Nouveau,2022-07-23,Inactif
4203,4203,F,31,26-35,Divo,Boutique,Fidèle,2022-05-23,Actif
4204,4204,M,30,26-35,Abidjan,Mobile Money,Nouveau,2024-05-15,Actif
4205,4205,M,54,46-55,Bouaké,Boutique,Occasionnel,2024-04-24,Actif
4206,4206,M,29,26-35,Yamoussoukro,Mobile Money,Nouveau,2022-05-27,Actif
4207,4207,F,37,36-45,Bouaké,Site Web,Nouveau,2022-07-10,Inactif
4208,4208,F,27,26-35,Abidjan,Mobile Money,Occasionnel,2023-12-28,Actif
4209,4209,F,27,26-35,Bouaké,Mobile Money,Nouveau,2024-09-09,Actif
4210,4210,F,18,18-25,Yamoussoukro,Boutique,Régulier,2024-05-03,Actif
4211,4211,M,18,18-25,Korhogo,Boutique,Occasionnel,2022-07-03,Actif
4212,4212,F,20,18-25,Abidjan,Boutique,Régulier,2023-02-27,Actif
4213,4213,F,36,36-45,Abidjan,Partenaire,Régulier,2022-03-14,Actif
4214,4214,F,45,36-45,Bouaké,Mobile Money,Nouveau,2022-09-25,Actif
4215,4215,M,18,18-25,Abidjan,Réseaux sociaux,Régulier,2023-09-09,Actif
4216,4216,F,27,26-35,Abidjan,Mobile Money,Fidèle,2023-01-13,Actif
4217,4217,M,18,18-25,Gagnoa,Mobile Money,Nouveau,2023-10-27,Inactif
4218,4218,F,31,26-35,Abidjan,Partenaire,Régulier,2022-11-21,Actif
4219,4219,M,45,36-45,Abidjan,Site Web,Régulier,2023-09-10,Actif
4220,4220,M,29,26-35,Bouaké,Site Web,Régulier,2023-11-25,Inactif
4221,4221,F,33,26-35,Abidjan,Site Web,Nouveau,2022-08-02,Actif
4222,4222,F,50,46-55,Abidjan,Boutique,Nouveau,2022-02-18,Actif
4223,4223,F,39,36-45,Abidjan,Site Web,Nouveau,2023-01-06,Actif
4224,4224,F,25,18-25,Abidjan,Mobile Money,Nouveau,2022-02-15,Actif
4225,4225,F,35,26-35,Abidjan,Site Web,Occasionnel,2022-06-24,Actif
4226,4226,M,24,18-25,San-Pédro,Partenaire,Fidèle,2022-11-12,Inactif
4227,4227,M,38,36-45,Abidjan,Réseaux sociaux,Occasionnel,2023-01-06,Actif
4228,4228,F,39,36-45,Abidjan,Site Web,Occasionnel,2022-10-31,Actif
4229,4229,M,18,18-25,Bouaké,Site Web,Nouveau,2022-02-28,Inactif
4230,4230,F,35,26-35,Abidjan,Boutique,Occasionnel,2022-07-13,Actif
4231,4231,M,32,26-35,Abidjan,Boutique,Régulier,2024-08-24,Actif
4232,4232,F,39,36-45,Abidjan,Réseaux sociaux,Fidèle,2024-02-24,Actif
4233,4233,M,43,36-45,Abidjan,Site Web,Occasionnel,2023-05-02,Actif
4234,4234,M,39,36-45,Abidjan,Boutique,Occasionnel,2022-01-27,Actif
4235,4235,F,30,26-35,Abidjan,Site Web,Nouveau,2023-01-28,Actif
4236,4236,F,44,36-45,Korhogo,Mobile Money,VIP,2024-10-09,Actif
4237,4237,F,24,18-25,Gagnoa,Réseaux sociaux,Nouveau,2024-06-05,Inactif
4238,4238,M,19,18-25,Korhogo,Réseaux sociaux,Nouveau,2024-04-09,Inactif
4239,4239,M,18,18-25,Abidjan,Mobile Money,Occasionnel,2022-09-30,Actif
4240,4240,M,33,26-35,Daloa,Mobile Money,Nouveau,2023-03-18,Actif
4241,4241,M,24,18-25,Bouaké,Site Web,Nouveau,2022-02-01,Actif
4242,4242,M,38,36-45,Abidjan,Mobile Money,Fidèle,2024-07-29,Actif
4243,4243,F,18,18-25,Man,Partenaire,Nouveau,2022-05-04,Actif
4244,4244,F,26,26-35,Daloa,Mobile Money,Nouveau,2023-11-08,Actif
4245,4245,M,39,36-45,Abidjan,Mobile Money,Nouveau,2022-11-05,Actif
4246,4246,F,22,18-25,Gagnoa,Mobile Money,Nouveau,2023-09-17,Actif
4247,4247,M,38,36-45,Abidjan,Site Web,VIP,2024-06-24,Actif
4248,4248,F,27,26-35,Abidjan,Boutique,Régulier,2022-12-09,Inactif
4249,4249,F,33,26-35,Abidjan,Réseaux sociaux,Fidèle,2022-01-19,Actif
4250,4250,M,40,36-45,Abidjan,Partenaire,Fidèle,2023-12-28,Actif
4251,4251,F,44,36-45,Gagnoa,Site Web,Régulier,2023-08-06,Actif
4252,4252,F,35,26-35,Bouaké,Mobile Money,Occasionnel,2022-06-02,Actif
4253,4253,F,25,18-25,Abidjan,Mobile Money,Occasionnel,2022-02-23,Actif
4254,4254,M,28,26-35,Daloa,Réseaux sociaux,Régulier,2023-07-29,Actif
4255,4255,M,41,36-45,Korhogo,Mobile Money,Régulier,2023-11-03,Actif
4256,4256,F,22,18-25,Man,Réseaux sociaux,Occasionnel,2022-05-08,Actif
4257,4257,F,32,26-35,Man,Réseaux sociaux,Occasionnel,2023-10-19,Actif
4258,4258,F,29,26-35,Korhogo,Site Web,Régulier,2023-05-03,Actif
4259,4259,M,32,26-35,Bouaké,Site Web,Nouveau,2022-05-31,Actif
4260,4260,F,22,18-25,Abidjan,Partenaire,Occasionnel,2023-11-06,Actif
4261,4261,M,18,18-25,Man,Site Web,Occasionnel,2023-12-08,Actif
4262,4262,M,39,36-45,Abidjan,Site Web,Occasionnel,2022-06-20,Actif
4263,4263,F,44,36-45,Abidjan,Boutique,Occasionnel,2024-01-08,Actif
4264,4264,M,18,18-25,Abidjan,Boutique,Régulier,2022-09-01,Actif
4265,4265,M,38,36-45,Abidjan,Boutique,Régulier,2023-10-16,Inactif
4266,4266,F,45,36-45,Bouaké,Partenaire,Nouveau,2024-06-09,Inactif
4267,4267,F,40,36-45,Korhogo,Site Web,Occasionnel,2024-10-23,Actif
4268,4268,M,29,26-35,Abidjan,Site Web,Nouveau,2022-10-08,Actif
4269,4269,M,23,18-25,Bouaké,Mobile Money,Nouveau,2023-01-06,Actif
4270,4270,M,34,26-35,Abidjan,Réseaux sociaux,Nouveau,2022-04-15,Actif
4271,4271,M,36,36-45,Yamoussoukro,Boutique,Régulier,2024-11-27,Actif
4272,4272,F,35,26-35,Abidjan,Site Web,Régulier,2022-12-29,Actif
4273,4273,M,32,26-35,Abidjan,Mobile Money,Nouveau,2024-05-28,Inactif
4274,4274,M,22,18-25,Bouaké,Réseaux sociaux,Fidèle,2024-10-20,Actif
4275,4275,F,38,36-45,Abidjan,Site Web,Occasionnel,2023-06-05,Actif
4276,4276,F,39,36-45,Abidjan,Boutique,Régulier,2024-01-30,Actif
4277,4277,F,36,36-45,Abidjan,Mobile Money,Occasionnel,2023-06-02,Inactif
4278,4278,M,35,26-35,Abidjan,Mobile Money,Régulier,2023-09-23,Inactif
4279,4279,F,52,46-55,Yamoussoukro,Mobile Money,Occasionnel,2022-10-01,Actif
4280,4280,M,27,26-35,Abidjan,Mobile Money,Nouveau,2024-07-09,Actif
4281,4281,F,48,46-55,Abidjan,Boutique,Nouveau,2022-05-15,Actif
4282,4282,F,25,18-25,Korhogo,Boutique,Régulier,2023-12-24,Actif
4283,4283,M,46,46-55,Daloa,Boutique,Fidèle,2024-10-04,Actif
4284,4284,F,47,46-55,Abidjan,Site Web,Régulier,2024-06-07,Actif
4285,4285,M,30,26-35,Yamoussoukro,Boutique,Régulier,2024-04-10,Actif
4286,4286,F,52,46-55,Abidjan,Mobile Money,Nouveau,2023-12-21,Actif
4287,4287,M,39,36-45,Abidjan,Réseaux sociaux,Régulier,2024-11-01,Actif
4288,4288,F,24,18-25,Yamoussoukro,Boutique,Fidèle,2024-08-04,Actif
4289,4289,M,29,26-35,Abidjan,Site Web,Occasionnel,2022-10-29,Actif
4290,4290,M,46,46-55,Abidjan,Partenaire,Occasionnel,2023-11-15,Actif
4291,4291,F,44,36-45,Korhogo,Site Web,Nouveau,2023-04-15,Inactif
4292,4292,F,22,18-25,Daloa,Boutique,Nouveau,2022-10-18,Actif
4293,4293,F,32,26-35,Man,Boutique,Nouveau,2024-06-14,Actif
4294,4294,M,36,36-45,Korhogo,Réseaux sociaux,Régulier,2022-02-15,Actif
4295,4295,M,28,26-35,Abidjan,Réseaux sociaux,Régulier,2022-05-21,Actif
4296,4296,F,59,56+,Bouaké,Mobile Money,Nouveau,2022-04-26,Inactif
4297,4297,F,36,36-45,Abidjan,Site Web,Fidèle,2022-08-10,Actif
4298,4298,M,33,26-35,Yamoussoukro,Réseaux sociaux,Fidèle,2023-07-16,Actif
4299,4299,M,47,46-55,Abidjan,Réseaux sociaux,Occasionnel,2024-10-28,Actif
4300,4300,M,29,26-35,Abidjan,Mobile Money,VIP,2024-11-30,Actif
4301,4301,F,45,36-45,Abidjan,Boutique,Fidèle,2024-09-12,Actif
4302,4302,M,18,18-25,Daloa,Boutique,Nouveau,2024-04-11,Actif
4303,4303,M,29,26-35,Abidjan,Mobile Money,VIP,2023-05-19,Inactif
4304,4304,F,45,36-45,Bouaké,Site Web,Occasionnel,2024-04-29,Actif
4305,4305,F,51,46-55,San-Pédro,Boutique,Nouveau,2022-10-21,Actif
4306,4306,F,25,18-25,Daloa,Mobile Money,Nouveau,2023-12-28,Inactif
4307,4307,M,24,18-25,Abidjan,Mobile Money,Régulier,2022-01-10,Actif
4308,4308,F,40,36-45,Abidjan,Réseaux sociaux,VIP,2024-09-16,Inactif
4309,4309,M,27,26-35,Man,Réseaux sociaux,Occasionnel,2024-11-29,Actif
4310,4310,M,31,26-35,Bouaké,Réseaux sociaux,Occasionnel,2024-03-16,Actif
4311,4311,M,43,36-45,Abidjan,Réseaux sociaux,Nouveau,2022-07-11,Inactif
4312,4312,M,28,26-35,Divo,Partenaire,Fidèle,2022-10-10,Actif
4313,4313,F,18,18-25,Abidjan,Boutique,Nouveau,2024-03-21,Actif
4314,4314,M,19,18-25,Abidjan,Mobile Money,Occasionnel,2023-07-01,Actif
4315,4315,F,34,26-35,Abidjan,Réseaux sociaux,Occasionnel,2023-08-23,Actif
4316,4316,M,18,18-25,Abidjan,Site Web,Nouveau,2023-03-19,Actif
4317,4317,M,30,26-35,Abidjan,Boutique,Fidèle,2024-07-04,Actif
4318,4318,M,18,18-25,Yamoussoukro,Partenaire,VIP,2022-07-01,Inactif
4319,4319,M,52,46-55,Abidjan,Mobile Money,Occasionnel,2023-04-29,Actif
4320,4320,F,57,56+,Yamoussoukro,Réseaux sociaux,Régulier,2022-09-01,Actif
4321,4321,M,22,18-25,San-Pédro,Boutique,Fidèle,2024-01-28,Actif
4322,4322,M,36,36-45,Korhogo,Mobile Money,Nouveau,2022-11-09,Actif
4323,4323,M,23,18-25,Abidjan,Réseaux sociaux,Nouveau,2022-11-24,Actif
4324,4324,F,30,26-35,Daloa,Site Web,Régulier,2022-07-10,Actif
4325,4325,F,53,46-55,Abidjan,Site Web,Occasionnel,2024-08-03,Actif
4326,4326,M,28,26-35,Yamoussoukro,Site Web,Régulier,2022-08-26,Actif
4327,4327,F,30,26-35,Abidjan,Mobile Money,Occasionnel,2024-08-09,Inactif
4328,4328,M,23,18-25,Yamoussoukro,Mobile Money,Régulier,2024-09-30,Inactif
4329,4329,M,46,46-55,Abidjan,Mobile Money,Nouveau,2024-11-21,Actif
4330,4330,M,18,18-25,Bouaké,Mobile Money,Nouveau,2023-01-11,Actif
4331,4331,F,29,26-35,Abidjan,Mobile Money,Nouveau,2023-12-19,Actif
4332,4332,M,33,26-35,Abidjan,Boutique,Occasionnel,2024-06-25,Actif
4333,4333,F,26,26-35,Bouaké,Mobile Money,Régulier,2022-03-27,Actif
4334,4334,F,43,36-45,Abidjan,Boutique,Fidèle,2022-03-12,Actif
4335,4335,M,47,46-55,Yamoussoukro,Mobile Money,Occasionnel,2022-08-15,Actif
4336,4336,F,18,18-25,Yamoussoukro,Mobile Money,Régulier,2024-12-11,Actif
4337,4337,F,57,56+,Bouaké,Partenaire,Nouveau,2022-04-09,Actif
4338,4338,F,18,18-25,Daloa,Partenaire,Occasionnel,2024-04-17,Inactif
4339,4339,F,48,46-55,Daloa,Réseaux sociaux,Fidèle,2024-07-07,Actif
4340,4340,M,35,26-35,Man,Mobile Money,Nouveau,2024-09-19,Actif
4341,4341,F,28,26-35,Abidjan,Site Web,Régulier,2023-08-02,Actif
4342,4342,F,29,26-35,Bouaké,Mobile Money,Nouveau,2023-07-30,Actif
4343,4343,M,33,26-35,Daloa,Boutique,Nouveau,2024-03-23,Inactif
4344,4344,F,36,36-45,Abidjan,Réseaux sociaux,Régulier,2023-11-26,Actif
4345,4345,M,23,18-25,Abidjan,Boutique,Régulier,2024-05-11,Actif
4346,4346,M,31,26-35,Abidjan,Partenaire,Occasionnel,2023-01-31,Actif
4347,4347,M,25,18-25,Bouaké,Site Web,Fidèle,2024-10-19,Actif
4348,4348,M,20,18-25,Abidjan,Mobile Money,Fidèle,2023-04-19,Actif
4349,4349,F,25,18-25,Yamoussoukro,Mobile Money,Régulier,2022-09-29,Inactif
4350,4350,M,21,18-25,Bouaké,Réseaux sociaux,Nouveau,2024-04-02,Actif
4351,4351,F,29,26-35,Yamoussoukro,Boutique,Occasionnel,2023-11-11,Actif
4352,4352,F,38,36-45,Abidjan,Mobile Money,Régulier,2022-02-24,Actif
4353,4353,M,35,26-35,Daloa,Mobile Money,Régulier,2022-07-02,Inactif
4354,4354,F,55,46-55,Yamoussoukro,Partenaire,Occasionnel,2022-02-10,Actif
4355,4355,M,18,18-25,Abidjan,Mobile Money,Occasionnel,2023-09-23,Actif
4356,4356,M,39,36-45,Abidjan,Partenaire,Nouveau,2024-08-16,Actif
4357,4357,M,34,26-35,Abidjan,Site Web,Nouveau,2022-12-20,Actif
